Ceremony	Year	Class	Category	Movie	Name	Nominees	Winner	Detail	Note
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			DR. PHILIP McLAUCHLAN|Allan Jaenicke|John-Paul Smith|Ross Shain	True	Digital Imaging Technology	Mocha provides robust planar-tracking even when there are no clearly defined points in the image. Its effectiveness, ease of use, and ability to exchange rotoscoping data with other image processing tools have resulted in widespread adoption of the software in the visual effects industry.
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Joe Murtha|WILLIAM FREDERICK|JIM MARKLAND	True	Systems	The CINE VCLX provides extended run-times and flexibility, allowing users to power cameras and other supplementary equipment required for production. This high-capacity battery system is also matched to the high-demand, always-on digital cinema cameras.
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			J.P. Lewis|Matt Cordner|Nickson Fong	True	Digital Imaging Technology	Pose Space Deformation (PSD) introduced the use of novel sparse data interpolation techniques to the task of shape interpolation. The controllability and ease of achieving artistic intent have led to PSD being a foundational technique in the creation of computer-generated characters.
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Lawrence Kesteloot|Drew Olbrich|Daniel Wexler	True	Digital Imaging Technology	Virtually unchanged from its original incarnation over 15 years ago, Light is still in continuous use due to its emphasis on interactive responsiveness, final-quality interactive render preview, scalable architecture and powerful user-configurable spreadsheet interface.
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			STEVE LaVIETES|Brian Hall|Jeremy Selan	True	Digital Imaging Technology	Katana's unique design, featuring a deferred evaluation procedural node-graph, provides a highly efficient lighting and rendering workflow. It allows artists to non-destructively edit scenes too complex to fit into computer memory, at scales ranging from a single object up to an entire detailed city.
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Theodore Kim|Nils Thuerey|Dr. Markus Gross|Doug James	True	Digital Imaging Technology	This technique allowed for fast, art-directable creation of highly detailed gas simulation, making it easier for the artist to control the appearance of these effects in the final image.
85	2012	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Richard Mall	True	Stage Operations	Highly sophisticated and well-engineered, the Max Menace Arm is a safe and adjustable device that allows rapid, precise positioning of lighting fixtures, cameras or accessories. On-set or on location, this compact and highly portable structure is often used where access is limited due to restrictions on attaching equipment to existing surfaces.
85	2012	Special	JOHN A. BONNER MEDAL OF COMMENDATION			Bill Taylor	True		
86	2013	Acting	ACTOR IN A LEADING ROLE	American Hustle	Christian Bale	Christian Bale		Irving Rosenfeld	
86	2013	Acting	ACTOR IN A LEADING ROLE	Nebraska	Bruce Dern	Bruce Dern		Woody Grant	
86	2013	Acting	ACTOR IN A LEADING ROLE	The Wolf of Wall Street	Leonardo DiCaprio	Leonardo DiCaprio		Jordan Belfort	
86	2013	Acting	ACTOR IN A LEADING ROLE	12 Years a Slave	Chiwetel Ejiofor	Chiwetel Ejiofor		Solomon Northup	
86	2013	Acting	ACTOR IN A LEADING ROLE	Dallas Buyers Club	Matthew McConaughey	Matthew McConaughey	True	Ron Woodroof	
86	2013	Acting	ACTOR IN A SUPPORTING ROLE	Captain Phillips	Barkhad Abdi	Barkhad Abdi		Muse	
86	2013	Acting	ACTOR IN A SUPPORTING ROLE	American Hustle	Bradley Cooper	Bradley Cooper		Richie DiMaso	
86	2013	Acting	ACTOR IN A SUPPORTING ROLE	12 Years a Slave	Michael Fassbender	Michael Fassbender		Edwin Epps	
86	2013	Acting	ACTOR IN A SUPPORTING ROLE	The Wolf of Wall Street	Jonah Hill	Jonah Hill		Donnie Azoff	
86	2013	Acting	ACTOR IN A SUPPORTING ROLE	Dallas Buyers Club	Jared Leto	Jared Leto	True	Rayon	
86	2013	Acting	ACTRESS IN A LEADING ROLE	American Hustle	Amy Adams	Amy Adams		Sydney Prosser	
86	2013	Acting	ACTRESS IN A LEADING ROLE	Blue Jasmine	Cate Blanchett	Cate Blanchett	True	Jasmine	
86	2013	Acting	ACTRESS IN A LEADING ROLE	Gravity	Sandra Bullock	Sandra Bullock		Ryan Stone	
86	2013	Acting	ACTRESS IN A LEADING ROLE	Philomena	Judi Dench	Judi Dench		Philomena	
86	2013	Acting	ACTRESS IN A LEADING ROLE	August: Osage County	Meryl Streep	Meryl Streep		Violet Weston	
86	2013	Acting	ACTRESS IN A SUPPORTING ROLE	Blue Jasmine	Sally Hawkins	Sally Hawkins		Ginger	
86	2013	Acting	ACTRESS IN A SUPPORTING ROLE	American Hustle	Jennifer Lawrence	Jennifer Lawrence		Rosalyn Rosenfeld	
86	2013	Acting	ACTRESS IN A SUPPORTING ROLE	12 Years a Slave	Lupita Nyong'o	Lupita Nyong'o	True	Patsey	
86	2013	Acting	ACTRESS IN A SUPPORTING ROLE	August: Osage County	Julia Roberts	Julia Roberts		Barbara Weston	
86	2013	Acting	ACTRESS IN A SUPPORTING ROLE	Nebraska	June Squibb	June Squibb		Kate Grant	
86	2013	Title	ANIMATED FEATURE FILM	The Croods	Chris Sanders, Kirk DeMicco and Kristine Belson	Chris Sanders|Kirk DeMicco|Kristine Belson			
86	2013	Title	ANIMATED FEATURE FILM	Despicable Me 2	Chris Renaud, Pierre Coffin and Chris Meledandri	Chris Renaud|Pierre Coffin|Chris Meledandri			
86	2013	Title	ANIMATED FEATURE FILM	Ernest & Celestine	Benjamin Renner and Didier Brunner	Benjamin Renner|Didier Brunner			
86	2013	Title	ANIMATED FEATURE FILM	Frozen	Chris Buck, Jennifer Lee and Peter Del Vecho	Chris Buck|Jennifer Lee|Peter Del Vecho	True		
86	2013	Title	ANIMATED FEATURE FILM	The Wind Rises	Hayao Miyazaki and Toshio Suzuki	Hayao Miyazaki|Toshio Suzuki			
86	2013	Production	CINEMATOGRAPHY	The Grandmaster	Philippe Le Sourd	Philippe Le Sourd			
86	2013	Production	CINEMATOGRAPHY	Gravity	Emmanuel Lubezki	Emmanuel Lubezki	True		
86	2013	Production	CINEMATOGRAPHY	Inside Llewyn Davis	Bruno Delbonnel	Bruno Delbonnel			
86	2013	Production	CINEMATOGRAPHY	Nebraska	Phedon Papamichael	Phedon Papamichael			
86	2013	Production	CINEMATOGRAPHY	Prisoners	Roger A. Deakins	Roger A. Deakins			
86	2013	Production	COSTUME DESIGN	American Hustle	Michael Wilkinson	Michael Wilkinson			
86	2013	Production	COSTUME DESIGN	The Grandmaster	William Chang Suk Ping	William Chang Suk Ping			
86	2013	Production	COSTUME DESIGN	The Great Gatsby	Catherine Martin	Catherine Martin	True		
86	2013	Production	COSTUME DESIGN	The Invisible Woman	Michael O'Connor	Michael O'Connor			
86	2013	Production	COSTUME DESIGN	12 Years a Slave	Patricia Norris	Patricia Norris			
86	2013	Directing	DIRECTING	American Hustle	David O. Russell	David O. Russell			
86	2013	Directing	DIRECTING	Gravity	Alfonso Cuarón	Alfonso Cuarón	True		
86	2013	Directing	DIRECTING	Nebraska	Alexander Payne	Alexander Payne			
86	2013	Directing	DIRECTING	12 Years a Slave	Steve McQueen	Steve McQueen			
86	2013	Directing	DIRECTING	The Wolf of Wall Street	Martin Scorsese	Martin Scorsese			
86	2013	Title	DOCUMENTARY (Feature)	The Act of Killing	Joshua Oppenheimer and Signe Byrge Sørensen	Joshua Oppenheimer|Signe Byrge Sørensen			
86	2013	Title	DOCUMENTARY (Feature)	Cutie and the Boxer	Zachary Heinzerling and Lydia Dean Pilcher	Zachary Heinzerling|Lydia Dean Pilcher			
86	2013	Title	DOCUMENTARY (Feature)	Dirty Wars	Richard Rowley and Jeremy Scahill	Richard Rowley|Jeremy Scahill			
86	2013	Title	DOCUMENTARY (Feature)	The Square	Jehane Noujaim and Karim Amer	Jehane Noujaim|Karim Amer			
86	2013	Title	DOCUMENTARY (Feature)	20 Feet from Stardom	Morgan Neville, Gil Friesen and Caitrin Rogers	Morgan Neville|Gil Friesen|Caitrin Rogers	True		
86	2013	Title	DOCUMENTARY (Short Subject)	CaveDigger	Jeffrey Karoff	Jeffrey Karoff			
86	2013	Title	DOCUMENTARY (Short Subject)	Facing Fear	Jason Cohen	Jason Cohen			
86	2013	Title	DOCUMENTARY (Short Subject)	Karama Has No Walls	Sara Ishaq	Sara Ishaq			
86	2013	Title	DOCUMENTARY (Short Subject)	The Lady in Number 6: Music Saved My Life	Malcolm Clarke and Nicholas Reed	Malcolm Clarke|Nicholas Reed	True		
86	2013	Title	DOCUMENTARY (Short Subject)	Prison Terminal: The Last Days of Private Jack Hall	Edgar Barens	Edgar Barens			
86	2013	Production	FILM EDITING	American Hustle	Jay Cassidy, Crispin Struthers and Alan Baumgarten	Jay Cassidy|Crispin Struthers|Alan Baumgarten			
86	2013	Production	FILM EDITING	Captain Phillips	Christopher Rouse	Christopher Rouse			
86	2013	Production	FILM EDITING	Dallas Buyers Club	John Mac McMurphy and Martin Pensa	John Mac McMurphy|Martin Pensa			
86	2013	Production	FILM EDITING	Gravity	Alfonso Cuarón and Mark Sanger	Alfonso Cuarón|Mark Sanger	True		
86	2013	Production	FILM EDITING	12 Years a Slave	Joe Walker	Joe Walker			
86	2013	Title	FOREIGN LANGUAGE FILM	The Broken Circle Breakdown	Belgium				
86	2013	Title	FOREIGN LANGUAGE FILM	The Great Beauty	Italy		True		
86	2013	Title	FOREIGN LANGUAGE FILM	The Hunt	Denmark				
86	2013	Title	FOREIGN LANGUAGE FILM	The Missing Picture	Cambodia				
86	2013	Title	FOREIGN LANGUAGE FILM	Omar	Palestine				
86	2013	Production	MAKEUP AND HAIRSTYLING	Dallas Buyers Club	Adruitha Lee and Robin Mathews	Adruitha Lee|Robin Mathews	True		
86	2013	Production	MAKEUP AND HAIRSTYLING	Jackass Presents: Bad Grandpa	Stephen Prouty	Stephen Prouty			
86	2013	Production	MAKEUP AND HAIRSTYLING	The Lone Ranger	Joel Harlow and Gloria Pasqua-Casny	Joel Harlow|Gloria Pasqua-Casny			
86	2013	Music	MUSIC (Original Score)	The Book Thief	John Williams	John Williams			
86	2013	Music	MUSIC (Original Score)	Gravity	Steven Price	Steven Price	True		
86	2013	Music	MUSIC (Original Score)	Her	William Butler and Owen Pallett	William Butler|Owen Pallett			
86	2013	Music	MUSIC (Original Score)	Philomena	Alexandre Desplat	Alexandre Desplat			
86	2013	Music	MUSIC (Original Score)	Saving Mr. Banks	Thomas Newman	Thomas Newman			
86	2013	Music	MUSIC (Original Song)	Alone Yet Not Alone	Music by Bruce Broughton; Lyric by Dennis Spiegel	Bruce Broughton|Dennis Spiegel		Alone Yet Not Alone	NOTE: THIS IS NOT AN OFFICIAL NOMINATION. After the nominations were announced on January 16, 2014, it was determined that Mr. Broughton had taken actions in promoting the song that were inconsistent with the Academy's campaign regulations. The Board of Governors voted to rescind the nomination on January 29, and only four songs were included on the final ballot.
86	2013	Music	MUSIC (Original Song)	Despicable Me 2	Music and Lyric by Pharrell Williams	Pharrell Williams		Happy	
86	2013	Music	MUSIC (Original Song)	Frozen	Music and Lyric by Kristen Anderson-Lopez and Robert Lopez	Kristen Anderson-Lopez|Robert Lopez	True	Let It Go	
86	2013	Music	MUSIC (Original Song)	Her	Music by Karen O; Lyric by Karen O and Spike Jonze	Karen O|Spike Jonze		The Moon Song	
86	2013	Music	MUSIC (Original Song)	Mandela: Long Walk to Freedom	Music by Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen; Lyric by Paul Hewson	Paul Hewson|Dave Evans|Adam Clayton|Larry Mullen		Ordinary Love	
86	2013	Title	BEST PICTURE	American Hustle	Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers	Charles Roven|Richard Suckle|Megan Ellison|Jonathan Gordon			
86	2013	Title	BEST PICTURE	Captain Phillips	Scott Rudin, Dana Brunetti and Michael De Luca, Producers	Scott Rudin|Dana Brunetti|Michael De Luca			
86	2013	Title	BEST PICTURE	Dallas Buyers Club	Robbie Brenner and Rachel Winter, Producers	Robbie Brenner|Rachel Winter			
86	2013	Title	BEST PICTURE	Gravity	Alfonso Cuarón and David Heyman, Producers	Alfonso Cuarón|David Heyman			
86	2013	Title	BEST PICTURE	Her	Megan Ellison, Spike Jonze and Vincent Landay, Producers	Megan Ellison|Spike Jonze|Vincent Landay			
86	2013	Title	BEST PICTURE	Nebraska	Albert Berger and Ron Yerxa, Producers	Albert Berger|Ron Yerxa			
86	2013	Title	BEST PICTURE	Philomena	Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers	Gabrielle Tana|Steve Coogan|Tracey Seaward			
86	2013	Title	BEST PICTURE	12 Years a Slave	Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers	Brad Pitt|Dede Gardner|Jeremy Kleiner|Steve McQueen|Anthony Katagas	True		
86	2013	Title	BEST PICTURE	The Wolf of Wall Street	Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers	Martin Scorsese|Leonardo DiCaprio|Joey McFarland|Emma Tillinger Koskoff			
86	2013	Production	PRODUCTION DESIGN	American Hustle	Production Design: Judy Becker; Set Decoration: Heather Loeffler	Judy Becker|Heather Loeffler			
86	2013	Production	PRODUCTION DESIGN	Gravity	Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard	Andy Nicholson|Rosie Goodwin|Joanne Woollard			
86	2013	Production	PRODUCTION DESIGN	The Great Gatsby	Production Design: Catherine Martin; Set Decoration: Beverley Dunn	Catherine Martin|Beverley Dunn	True		
86	2013	Production	PRODUCTION DESIGN	Her	Production Design: K.K. Barrett; Set Decoration: Gene Serdena	K.K. Barrett|Gene Serdena			
86	2013	Production	PRODUCTION DESIGN	12 Years a Slave	Production Design: Adam Stockhausen; Set Decoration: Alice Baker	Adam Stockhausen|Alice Baker			
86	2013	Title	SHORT FILM (Animated)	Feral	Daniel Sousa and Dan Golden	Daniel Sousa|Dan Golden			
86	2013	Title	SHORT FILM (Animated)	Get a Horse!	Lauren MacMullan and Dorothy McKim	Lauren MacMullan|Dorothy McKim			
86	2013	Title	SHORT FILM (Animated)	Mr. Hublot	Laurent Witz and Alexandre Espigares	Laurent Witz|Alexandre Espigares	True		
86	2013	Title	SHORT FILM (Animated)	Possessions	Shuhei Morita	Shuhei Morita			
86	2013	Title	SHORT FILM (Animated)	Room on the Broom	Max Lang and Jan Lachauer	Max Lang|Jan Lachauer			
86	2013	Title	SHORT FILM (Live Action)	Aquel No Era Yo (That Wasn't Me)	Esteban Crespo	Esteban Crespo			
86	2013	Title	SHORT FILM (Live Action)	Avant Que De Tout Perdre (Just before Losing Everything)	Xavier Legrand and Alexandre Gavras	Xavier Legrand|Alexandre Gavras			
86	2013	Title	SHORT FILM (Live Action)	Helium	Anders Walter and Kim Magnusson	Anders Walter|Kim Magnusson	True		
86	2013	Title	SHORT FILM (Live Action)	Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?)	Selma Vilhunen and Kirsikka Saari	Selma Vilhunen|Kirsikka Saari			
86	2013	Title	SHORT FILM (Live Action)	The Voorman Problem	Mark Gill and Baldwin Li	Mark Gill|Baldwin Li			
86	2013	Production	SOUND EDITING	All Is Lost	Steve Boeddeker and Richard Hymns	Steve Boeddeker|Richard Hymns			
86	2013	Production							
86	2013	Production	SOUND EDITING	Gravity	Glenn Freemantle	Glenn Freemantle	True		
86	2013	Production	SOUND EDITING	The Hobbit: The Desolation of Smaug	Brent Burge and Chris Ward	Brent Burge|Chris Ward			
86	2013	Production	SOUND EDITING	Lone Survivor	Wylie Stateman	Wylie Stateman			
86	2013	Production	SOUND MIXING	Captain Phillips	Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro	Chris Burdon|Mark Taylor|Mike Prestwood Smith|Chris Munro			
86	2013	Production	SOUND MIXING	Gravity	Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro	Skip Lievsay|Niv Adiri|Christopher Benstead|Chris Munro	True		
86	2013	Production	SOUND MIXING	The Hobbit: The Desolation of Smaug	Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson	Christopher Boyes|Michael Hedges|Michael Semanick|Tony Johnson			
86	2013	Production	SOUND MIXING	Inside Llewyn Davis	Skip Lievsay, Greg Orloff and Peter F. Kurland	Skip Lievsay|Greg Orloff|Peter F. Kurland			
86	2013	Production	SOUND MIXING	Lone Survivor	Andy Koyama, Beau Borders and David Brownlow	Andy Koyama|Beau Borders|David Brownlow			
86	2013	Production	VISUAL EFFECTS	Gravity	Tim Webber, Chris Lawrence, David Shirk and Neil Corbould	Tim Webber|Chris Lawrence|David Shirk|Neil Corbould	True		
86	2013	Production	VISUAL EFFECTS	The Hobbit: The Desolation of Smaug	Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds	Joe Letteri|Eric Saindon|David Clayton|Eric Reynolds			
86	2013	Production	VISUAL EFFECTS	Iron Man 3	Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick	Christopher Townsend|Guy Williams|Erik Nash|Dan Sudick			
86	2013	Production	VISUAL EFFECTS	The Lone Ranger	Tim Alexander, Gary Brozenich, Edson Williams and John Frazier	Tim Alexander|Gary Brozenich|Edson Williams|John Frazier			
86	2013	Production	VISUAL EFFECTS	Star Trek Into Darkness	Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton	Roger Guyett|Patrick Tubach|Ben Grossmann|Burt Dalton			
86	2013	Writing	WRITING (Adapted Screenplay)	Before Midnight	Written by Richard Linklater, Julie Delpy, Ethan Hawke	Richard Linklater|Julie Delpy|Ethan Hawke			
86	2013	Writing	WRITING (Adapted Screenplay)	Captain Phillips	Screenplay by Billy Ray	Billy Ray			
86	2013	Writing	WRITING (Adapted Screenplay)	Philomena	Screenplay by Steve Coogan and Jeff Pope	Steve Coogan|Jeff Pope			
86	2013	Writing	WRITING (Adapted Screenplay)	12 Years a Slave	Screenplay by John Ridley	John Ridley	True		
86	2013	Writing	WRITING (Adapted Screenplay)	The Wolf of Wall Street	Screenplay by Terence Winter	Terence Winter			
86	2013	Writing	WRITING (Original Screenplay)	American Hustle	Written by Eric Warren Singer and David O. Russell	Eric Warren Singer|David O. Russell			
86	2013	Writing	WRITING (Original Screenplay)	Blue Jasmine	Written by Woody Allen	Woody Allen			
86	2013	Writing	WRITING (Original Screenplay)	Dallas Buyers Club	Written by Craig Borten & Melisa Wallack	Craig Borten|Melisa Wallack			
86	2013	Writing	WRITING (Original Screenplay)	Her	Written by Spike Jonze	Spike Jonze	True		
86	2013	Writing	WRITING (Original Screenplay)	Nebraska	Written by Bob Nelson	Bob Nelson			
86	2013	Special	JEAN HERSHOLT HUMANITARIAN AWARD		Angelina Jolie	Angelina Jolie	True		
86	2013	Special	HONORARY AWARD			Angela Lansbury	True		
86	2013	Special	HONORARY AWARD			Steve Martin	True		
86	2013	Special	HONORARY AWARD			Piero Tosi	True		
86	2013	Special	GORDON E. SAWYER AWARD			Peter W. Anderson	True		
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit)				True	Special Photographic	Lab employees have contributed extraordinary efforts to achieve filmmakers' artistic expectations for special film processing and the production of billions of feet of release prints per year. This work has allowed an expanded motion picture audience and unequaled worldwide cinema experience.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Ofer Alon	True	Digital Imaging Technology	ZBrush pioneered multi-resolution digital sculpting, transforming how artists conceive and realize their final designs. ZBrush has enabled artists to create models far more quickly and with much greater detail than previous approaches.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Eric Veach	True	Digital Imaging Technology	Physically based rendering has transformed computer graphics lighting by more accurately simulating materials and lights, allowing digital artists to focus on cinematography rather than the intricacies of rendering. In his 1997 Ph.D. thesis and related publications, Veach formalized the principles of Monte Carlo path tracing and introduced essential optimization techniques, such as multiple importance sampling, which make physically based rendering computationally feasible.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Andre Gauthier|Benoit Sevigny|Yves Boudreault|Robert Lanciault	True	Digital Imaging Technology	FiLMBOX, the foundation of MotionBuilder, enables the real-time processing and control of devices and animation. For over two decades, its innovative architecture has been a basis for the development and evolution of new techniques in filmmaking, such as virtual production.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Emmanuel Prévinaire|Jan Sperling|Etienne Brandt|Tony Postiau	True	Photography	This battery-powered, radio-controlled, miniature helicopter camera system employs computer-assisted piloting and tele-operation in an airframe that utilizes GPS-assisted flight controls for aerial filming of unparalleled sophistication. Flying-Cam SARAH achieves shots impossible for full-size helicopters, cable systems or other traditional camera support devices.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Olivier Maury|Ian Sachs|Dan Piponi	True	Digital Imaging Technology	The unique construction of this system combines fluid solving and final image rendering on the GPU (Graphics Processing Unit) hardware without needing an intermediate step involving the CPU. This innovation reduces turnaround time, resulting in significant efficiency gains for the ILM effects department.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Ronald D. Henderson	True	Digital Imaging Technology	The use of the Fast Fourier Transform for solving partial differential equations allows FLUX a greater level of algorithmic efficiency when multi-threading on modern hardware. This innovation enables the creation of very high-resolution fluid effects while maintaining fast turnaround times.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Andrew Camenisch|David Cardwell|Tibor Madjar|Csaba Kohegyi|Imre Major	True	Digital Imaging Technology	Mudbox provides artists powerful new design capabilities that significantly advance the state of the art in multi-resolution digital sculpting for film production.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Martin Hill|Jon Allitt|NICK McKENZIE	True	Digital Imaging Technology	The spherical harmonics lighting pipeline precomputes and reuses a smooth approximation of time-consuming visibility calculations. This enables artists to quickly see the results of changing lights, materials and set layouts in scenes with extremely complex geometry.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Florian Kainz|Jeffery Yost|Philip Hubbard|Jim Hourihan	True	Digital Imaging Technology	For more than a decade, Zeno's flexible and robust design has allowed the creation of a broad range of Academy Award-winning visual effects toolsets at ILM.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Peter Huang|Chris Perry|Hans Rijpkema|Joe Mancewicz	True	Digital Imaging Technology	For more than a decade, Voodoo's unique design concepts have enabled a broad range of character animation toolsets to be developed at Rhythm & Hues.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Matt Pharr|Greg Humphreys|Pat Hanrahan	True	Digital Imaging Technology	"Physically based rendering has transformed computer graphics lighting by more accurately simulating materials and lights, allowing digital artists to focus on cinematography rather than the intricacies of rendering. First published in 2004, \""Physically Based Rendering\"" is both a textbook and a complete source-code implementation that has provided a widely adopted practical roadmap for most physically based shading and lighting systems used in film production."
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Dr. Peter Hillman	True	Digital Imaging Technology	Dr. Hillman's ongoing contributions to standardized techniques and a common deep image file format have enabled advanced compositing workflows across the digital filmmaking industry.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Colin Doncaster|Johannes Saam|Areito Echevarria|Janne Kontkanen|Chris Cooper	True	Digital Imaging Technology	Their contributions include early advancements in key deep compositing features such as layer and holdout-order independence, spatial and intra-element color correction, post-render depth of field, and precise blending of complex layer edges.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Thomas Lokovic|Eric Veach	True	Digital Imaging Technology	Providing a functional and efficient model for the storage of deep opacity information, this technology was widely adopted as the foundation of early deep compositing pipelines.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			GIFFORD HOOPER|PHILIP GEORGE	True	Photography	The current Helicam system is a high-speed, extremely maneuverable, turbine-engine, radio-controlled miniature helicopter that supports professional film and digital cinema cameras. Helicam provides a wide range of stabilized, remotely operated pan, tilt and roll capabilities, achieving shots impossible for full-size helicopters.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			John Frazier|Chuck Gaspar|Clay Pinney	True	Stage Operations	This self-contained high-pressure pneumatic device safely launches a stationary full-sized car on a predetermined trajectory. The precision of operation enhances the safety of performers, and the physical design allows a rapid setup and strike.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Joshua Pines|David Reisner|Lou Levinson|Curtis Clark ASC|David Register	True	Systems	The ASC CDL unifies color correction principles for use on- and off-set, providing for the faithful reproduction of color values across a variety of color correction devices. This technology provides basic image-processing mathematics that translate the lift, gamma and gain settings to a set of common color values to help preserve the cinematographer's intent throughout production.
86	2013	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Jeremy Selan	True	Digital Imaging Technology	OpenColorIO, developed at Sony Pictures Imageworks, is an open source framework that enables consistent color visualization of motion picture imagery across multiple facilities and numerous software applications.
86	2013	Special	JOHN A. BONNER MEDAL OF COMMENDATION			"Charles \""Tad\"" Marburg"	True		
87	2014	Acting	ACTOR IN A LEADING ROLE	Foxcatcher	Steve Carell	Steve Carell		John du Pont	
87	2014	Acting	ACTOR IN A LEADING ROLE	American Sniper	Bradley Cooper	Bradley Cooper		Chris Kyle	
87	2014	Acting	ACTOR IN A LEADING ROLE	The Imitation Game	Benedict Cumberbatch	Benedict Cumberbatch		Alan Turing	
87	2014	Acting	ACTOR IN A LEADING ROLE	Birdman or (The Unexpected Virtue of Ignorance)	Michael Keaton	Michael Keaton		Riggan	
87	2014	Acting	ACTOR IN A LEADING ROLE	The Theory of Everything	Eddie Redmayne	Eddie Redmayne	True	Stephen Hawking	
87	2014	Acting	ACTOR IN A SUPPORTING ROLE	The Judge	Robert Duvall	Robert Duvall		Joseph Palmer	
87	2014	Acting	ACTOR IN A SUPPORTING ROLE	Boyhood	Ethan Hawke	Ethan Hawke		Dad	
87	2014	Acting	ACTOR IN A SUPPORTING ROLE	Birdman or (The Unexpected Virtue of Ignorance)	Edward Norton	Edward Norton		Mike	
87	2014	Acting	ACTOR IN A SUPPORTING ROLE	Foxcatcher	Mark Ruffalo	Mark Ruffalo		David Schultz	
87	2014	Acting	ACTOR IN A SUPPORTING ROLE	Whiplash	J.K. Simmons	J.K. Simmons	True	Fletcher	
87	2014	Acting	ACTRESS IN A LEADING ROLE	Two Days, One Night	Marion Cotillard	Marion Cotillard		Sandra	
87	2014	Acting	ACTRESS IN A LEADING ROLE	The Theory of Everything	Felicity Jones	Felicity Jones		Jane Hawking	
87	2014	Acting	ACTRESS IN A LEADING ROLE	Still Alice	Julianne Moore	Julianne Moore	True	Alice Howland	
87	2014	Acting	ACTRESS IN A LEADING ROLE	Gone Girl	Rosamund Pike	Rosamund Pike		Amy Dunne	
87	2014	Acting	ACTRESS IN A LEADING ROLE	Wild	Reese Witherspoon	Reese Witherspoon		Cheryl	
87	2014	Acting	ACTRESS IN A SUPPORTING ROLE	Boyhood	Patricia Arquette	Patricia Arquette	True	Mom	
87	2014	Acting	ACTRESS IN A SUPPORTING ROLE	Wild	Laura Dern	Laura Dern		Bobbi	
87	2014	Acting	ACTRESS IN A SUPPORTING ROLE	The Imitation Game	Keira Knightley	Keira Knightley		Joan Clarke	
87	2014	Acting	ACTRESS IN A SUPPORTING ROLE	Birdman or (The Unexpected Virtue of Ignorance)	Emma Stone	Emma Stone		Sam	
87	2014	Acting	ACTRESS IN A SUPPORTING ROLE	Into the Woods	Meryl Streep	Meryl Streep		Witch	
